N,T,Y_C2H4
10265,300.0,1.7795486e-13
10266,300.0,9.4019614e-14
10267,300.0,4.4201662e-14
10268,300.0,2.2356198e-14
10269,300.0,1.0625644e-14
10270,300.0,4.986171e-15
10271,300.0,2.4026238e-15
10272,300.0,1.0869002e-15
10273,300.0,5.114498e-16
10274,300.0,2.251767e-16
10275,300.0,1.0350715e-16
10276,300.0,4.5622233e-17
10277,300.0,2.062183e-17
10278,300.0,8.368941e-18
10279,300.0,3.53668e-18
10280,300.0,1.4783627e-18
10281,300.0,6.110567e-19
10282,300.0,2.495432e-19
10283,300.0,9.599096e-20
10284,300.0,3.4414038e-20
10285,300.0,1.2949726e-20
10286,300.0,5.1713405e-21
10287,300.0,1.8325831e-21
10288,300.0,6.6903614e-22
10289,300.0,2.4494752e-22
10290,300.0,1.0666774e-22
10291,300.0,5.8355935e-23
10292,300.0,7.248252e-23
10293,300.0,1.3218546e-22
10294,300.00003,2.6567427e-22
10295,300.00003,5.62901e-22
10296,300.00006,1.1625841e-21
10297,300.00006,2.3505773e-21
10298,300.0001,4.5268957e-21
10299,300.00012,8.438861e-21
10300,310.836,0.027996935
10301,309.64603,0.023534168
10302,308.55417,0.01968527
10303,307.55786,0.016386073
10304,306.6535,0.013574785
10305,305.83667,0.011193018
10306,305.10236,0.009186431
10307,304.4451,0.007504831
10308,303.8594,0.006101204
10309,303.33942,0.0049357833
10310,302.87973,0.0039729495
10311,302.4748,0.0031827132
10312,302.11945,0.0025374324
10313,301.80872,0.0020130402
10314,301.538,0.0015889581
10315,301.30298,0.0012477121
10316,301.0997,0.00097453466
10317,300.9245,0.0007570035
10318,300.77408,0.00058472285
10319,300.64542,0.0004490396
10320,300.53583,0.00034279114
10321,300.44284,0.00026008207
10322,300.3643,0.00019608768
10323,300.29822,0.00014688278
10324,300.24292,0.00010929296
10325,300.19684,8.076687e-05
10326,300.15863,5.9266917e-05
10327,300.12714,4.3176482e-05
10328,300.1013,3.122162e-05
10329,300.08023,2.2405491e-05
10330,300.06314,1.5953714e-05
10331,300.04938,1.1269255e-05
10332,300.03836,7.895377e-06
10333,300.0296,5.4854645e-06
10334,300.02267,3.7786433e-06
10335,300.01724,2.5802397e-06
10336,300.013,1.7462493e-06
10337,300.00974,1.171104e-06
10338,300.00723,7.781251e-07
10339,300.00534,5.121422e-07
10340,300.0039,3.3384285e-07
10341,300.00284,2.1549035e-07
10342,300.00204,1.377122e-07
10343,300.00143,8.711666e-08
10344,300.001,5.4543154e-08
10345,300.0007,3.3792176e-08
10346,300.0005,2.0713635e-08
10347,300.00034,1.2559973e-08
10348,300.00024,7.532545e-09
10349,300.00015,4.4672936e-09
10350,300.0001,2.6195484e-09
10351,300.00006,1.5185095e-09
10352,300.00003,8.700584e-10
10353,300.00003,4.9266385e-10
10354,300.00003,2.7564998e-10
10355,300.0,1.5237239e-10
10356,300.0,8.320175e-11
10357,300.0,4.487071e-11
10358,300.0,2.3893514e-11
10359,300.0,1.2555813e-11
10360,300.0,6.5033382e-12
10361,300.0,3.3737783e-12
10362,300.0,1.7125776e-12
10363,300.0,8.759326e-13
10364,300.0,4.3764273e-13
10365,300.0,2.2025842e-13
10366,300.0,1.1423191e-13
10367,300.0,5.751268e-14
10368,300.0,2.7005996e-14
10369,300.0,1.2819674e-14
10370,300.0,6.2867264e-15
10371,300.0,3.089672e-15
10372,300.0,1.4246126e-15
10373,300.0,6.188847e-16
10374,300.0,2.8482502e-16
10375,300.0,1.2449795e-16
10376,300.0,5.973362e-17
10377,300.0,2.6417044e-17
10378,300.0,1.1786201e-17
10379,300.0,4.8743533e-18
10380,300.0,1.9093678e-18
10381,300.0,7.592203e-19
10382,300.0,3.1075477e-19
10383,300.0,1.1747438e-19
10384,300.0,4.929499e-20
10385,300.0,1.8003445e-20
10386,300.0,6.7245135e-21
10387,300.0,2.6214844e-21
10388,300.0,9.369814e-22
10389,300.0,3.292783e-22
10390,300.0,1.3405375e-22
10391,300.0,7.702772e-23
10392,300.0,8.357113e-23
10393,300.0,1.4925895e-22
10394,300.00003,3.092452e-22
10395,300.00003,6.3980345e-22
10396,300.00006,1.2800432e-21
10397,300.00006,2.614631e-21
10398,300.0001,5.0815963e-21
10399,300.00012,9.5982686e-21
10400,310.79224,0.028143631
10401,309.61115,0.023689551
10402,308.52707,0.019843116
10403,307.53748,0.016541481
10404,306.63885,0.0137239415
10405,305.82687,0.011332866
10406,305.09656,0.009314203
10407,304.44263,0.0076175053
10408,303.85953,0.006195434
10409,303.34167,0.0050261198
10410,302.88358,0.004055592
10411,302.47983,0.0032559605
10412,302.12527,0.0026011057
10413,301.8151,0.0020676884
10414,301.54465,0.0016354057
10415,301.30972,0.001286856
10416,301.10635,0.0010072597
10417,300.93097,0.0007841485
10418,300.78024,0.00060706475
10419,300.65125,0.00046728607
10420,300.54123,0.00035757746
10421,300.4478,0.00027197116
10422,300.3688,0.00020557236
10423,300.3023,0.0001543895
10424,300.24655,0.000115186755
10425,300.20007,8.535686e-05
10426,300.16147,6.2812214e-05
10427,300.12958,4.589206e-05
10428,300.10342,3.3284075e-05
10429,300.08203,2.3958439e-05
10430,300.06467,1.7112805e-05
10431,300.05066,1.2126693e-05
10432,300.03943,8.523934e-06
10433,300.0305,5.9420026e-06
10434,300.0234,4.10714e-06
10435,300.01782,2.8143595e-06
10436,300.0135,1.9114946e-06
10437,300.01013,1.2865914e-06
10438,300.00754,8.5803237e-07
10439,300.00555,5.668708e-07
10440,300.0041,3.709408e-07
10441,300.00296,2.4037462e-07
10442,300.00214,1.542269e-07
10443,300.00153,9.79589e-08
10444,300.00107,6.158365e-08
10445,300.00076,3.8313402e-08
10446,300.00052,2.3584489e-08
10447,300.00037,1.43621675e-08
10448,300.00024,8.650857e-09
10449,300.00015,5.1531432e-09
10450,300.00012,3.0352059e-09
10451,300.00006,1.7674057e-09
10452,300.00006,1.0172939e-09
10453,300.00003,5.7869487e-10
10454,300.00003,3.2529543e-10
10455,300.0,1.8066147e-10
10456,300.0,9.911662e-11
10457,300.0,5.3708916e-11
10458,300.0,2.8738071e-11
10459,300.0,1.517686e-11
10460,300.0,7.903434e-12
10461,300.0,4.1110427e-12
10462,300.0,2.0952402e-12
10463,300.0,1.0686322e-12
10464,300.0,5.402618e-13
10465,300.0,2.824615e-13
10466,300.0,1.3636169e-13
10467,300.0,6.72593e-14
10468,300.0,3.26123e-14
10469,300.0,1.6392513e-14
10470,300.0,7.712246e-15
10471,300.0,3.662801e-15
10472,300.0,1.7997114e-15
10473,300.0,7.972447e-16
10474,300.0,3.6589383e-16
10475,300.0,1.6942342e-16
10476,300.0,7.654763e-17
10477,300.0,3.3219805e-17
10478,300.0,1.4599832e-17
10479,300.0,6.176137e-18
10480,300.0,2.567943e-18
10481,300.0,1.0319627e-18
10482,300.0,3.9710168e-19
10483,300.0,1.5487765e-19
10484,300.0,6.133032e-20
10485,300.0,2.426427e-20
10486,300.0,9.3155845e-21
10487,300.0,3.3112924e-21
10488,300.0,1.3523596e-21
10489,300.0,4.6383683e-22
10490,300.0,1.7066014e-22
10491,300.0,9.1114836e-23
10492,300.0,9.3669533e-23
10493,300.0,1.6445689e-22
10494,300.00003,3.3719757e-22
10495,300.00003,7.030861e-22
10496,300.00006,1.477867e-21
10497,300.00006,2.8860544e-21
10498,300.0001,5.670789e-21
10499,300.00012,1.0629814e-20
10500,310.7504,0.028289452
10501,309.5779,0.02384386
10502,308.50134,0.019999785
10503,307.51828,0.016695663
10504,306.6252,0.013871899
10505,305.8179,0.011471821
10506,305.09146,0.009442371
10507,304.4407,0.007734662
10508,303.86014,0.006304838
10509,303.34427,0.005120527
10510,302.8877,0.004138926
10511,302.48505,0.0033292347
10512,302.1313,0.0026648545
10513,301.82156,0.0021225524
10514,301.5514,0.0016821647
10515,301.3165,0.0013263571
10516,301.11304,0.0010403558
10517,300.93744,0.00081165903
10518,300.78644,0.00062975526
10519,300.65704,0.00048585728
10520,300.54663,0.00037266058
10521,300.4528,0.00028412702
10522,300.37335,0.00021529317
10523,300.3064,0.00016210225
10524,300.2502,0.000121257886
10525,300.2033,9.009753e-05
10526,300.1643,6.6483924e-05
10527,300.13205,4.8712413e-05
10528,300.10556,3.5432335e-05
10529,300.08386,2.5580843e-05
10530,300.06622,1.832747e-05
10531,300.05197,1.3028084e-05
10532,300.04053,9.186859e-06
10533,300.03137,6.425107e-06
10534,300.02414,4.4559397e-06
10535,300.01843,3.0638187e-06
10536,300.01398,2.0881969e-06
10537,300.0105,1.4105381e-06
10538,300.00784,9.441133e-07
10539,300.0058,6.260528e-07
10540,300.00427,4.112137e-07
10541,300.0031,2.6749575e-07
10542,300.00223,1.7229887e-07
10543,300.00162,1.0987235e-07
10544,300.00113,6.935211e-08
10545,300.0008,4.3323322e-08
10546,300.00055,2.6779388e-08
10547,300.0004,1.6376577e-08
10548,300.00027,9.90641e-09
10549,300.00018,5.9266325e-09
10550,300.00012,3.5061172e-09
10551,300.0001,2.0506912e-09
10552,300.00006,1.1856565e-09
10553,300.00003,6.7753575e-10
10554,300.00003,3.8260572e-10
10555,300.0,2.1347597e-10
10556,300.0,1.176676e-10
10557,300.0,6.406199e-11
10558,300.0,3.4441342e-11
10559,300.0,1.8278141e-11
10560,300.0,9.569055e-12
10561,300.0,4.9926088e-12
10562,300.0,2.56489e-12
10563,300.0,1.3417386e-12
10564,300.0,6.6886064e-13
10565,300.0,3.3816328e-13
10566,300.0,1.6983021e-13
10567,300.0,8.2529585e-14
10568,300.0,4.0594616e-14
10569,300.0,1.9654207e-14
10570,300.0,1.009008e-14
10571,300.0,4.88984e-15
10572,300.0,2.3057687e-15
10573,300.0,1.0884945e-15
10574,300.0,4.9107693e-16
10575,300.0,2.0669405e-16
10576,300.0,9.589742e-17
10577,300.0,3.992627e-17
10578,300.0,1.7246876e-17
10579,300.0,7.316542e-18
10580,300.0,3.0756296e-18
10581,300.0,1.2792523e-18
10582,300.0,5.4519143e-19
10583,300.0,2.075871e-19
10584,300.0,7.901809e-20
10585,300.0,3.0607657e-20
10586,300.0,1.1387399e-20
10587,300.0,4.759805e-21
10588,300.0,1.7474407e-21
10589,300.0,6.6171294e-22
10590,300.0,2.378733e-22
10591,300.0,1.2422227e-22
10592,300.0,1.1374722e-22
10593,300.00003,1.9540882e-22
10594,300.00003,3.8588874e-22
10595,300.00003,8.1407285e-22
10596,300.00006,1.6489751e-21
10597,300.00006,3.3379571e-21
10598,300.0001,6.3002575e-21
10599,300.00012,1.2228832e-20
10600,310.71033,0.028434254
10601,309.5462,0.023996986
10602,308.47696,0.020155227
10603,307.50018,0.016848693
10604,306.6125,0.014018939
10605,305.8097,0.011610375
10606,305.087,0.009571041
10607,304.4393,0.007853254
10608,303.86118,0.006414214
10609,303.34723,0.005216407
10610,302.8921,0.0042230748
10611,302.4905,0.003402868
10612,302.13745,0.0027288368
10613,301.8282,0.0021776692
10614,301.55823,0.001729225
10615,301.32336,0.0013661955
10616,301.11978,0.0010738046
10617,300.94397,0.0008395211
10618,300.79263,0.00065278425
10619,300.66287,0.000504746
10620,300.55206,0.00038803543
10621,300.45776,0.0002965462
10622,300.37787,0.0002252479
10623,300.3105,0.00017001985
10624,300.25388,0.00012750593
10625,300.20654,9.4989e-05
10626,300.16714,7.0282586e-05
10627,300.13455,5.1638344e-05
10628,300.1077,3.766736e-05
10629,300.0857,2.7273712e-05
10630,300.06778,1.9598705e-05
10631,300.05328,1.3974376e-05
10632,300.04163,9.885017e-06
10633,300.0323,6.9355465e-06
10634,300.02487,4.825706e-06
10635,300.01904,3.3291785e-06
10636,300.01447,2.2768209e-06
10637,300.0109,1.543321e-06
10638,300.00815,1.0366688e-06
10639,300.00604,6.899241e-07
10640,300.00446,4.5484347e-07
10641,300.00327,2.969918e-07
10642,300.00235,1.9203125e-07
10643,300.00168,1.2293286e-07
10644,300.0012,7.79035e-08
10645,300.00085,4.886117e-08
10646,300.00058,3.0325932e-08
10647,300.0004,1.8622327e-08
10648,300.00027,1.131227e-08
10649,300.00018,6.7965553e-09
10650,300.00012,4.038116e-09
10651,300.0001,2.37218e-09
10652,300.00006,1.3776031e-09
10653,300.00003,7.9074686e-10
10654,300.00003,4.485573e-10
10655,300.0,2.5141803e-10
10656,300.0,1.3922064e-10
10657,300.0,7.614907e-11
10658,300.0,4.113259e-11
10659,300.0,2.1934544e-11
10660,300.0,1.1541627e-11
10661,300.0,6.0410015e-12
10662,300.0,3.1066167e-12
10663,300.0,1.5762369e-12
10664,300.0,8.0901274e-13
10665,300.0,4.0908477e-13
10666,300.0,2.17359e-13
10667,300.0,1.1026021e-13
10668,300.0,5.5104057e-14
10669,300.0,2.6389052e-14
10670,300.0,1.2113046e-14
10671,300.0,5.813949e-15
10672,300.0,2.9022457e-15
10673,300.0,1.3461155e-15
10674,300.0,5.907491e-16
10675,300.0,2.755924e-16
10676,300.0,1.2217747e-16
10677,300.0,5.2845396e-17
10678,300.0,2.2534853e-17
10679,300.0,9.448538e-18
10680,300.0,3.9849455e-18
10681,300.0,1.7955457e-18
10682,300.0,7.1701e-19
10683,300.0,2.76378e-19
10684,300.0,1.1418117e-19
10685,300.0,4.2117875e-20
10686,300.0,1.5516611e-20
10687,300.0,6.1068232e-21
10688,300.0,2.1679097e-21
10689,300.0,7.979625e-22
10690,300.0,3.3376975e-22
10691,300.0,1.5491422e-22
10692,300.0,1.4032782e-22
10693,300.00003,2.1869713e-22
10694,300.00003,4.3787435e-22
10695,300.00003,8.916031e-22
10696,300.00006,1.8293336e-21
10697,300.00006,3.7264664e-21
10698,300.0001,7.1998374e-21
10699,300.00012,1.3810112e-20
10700,310.67194,0.028577916
10701,309.51593,0.02414885
10702,308.45377,0.02030942
10703,307.48312,0.017000617
10704,306.60065,0.014165166
10705,305.80222,0.011748547
10706,305.08316,0.009699778
10707,304.43835,0.007971918
10708,303.86258,0.006522183
10709,303.35046,0.005312453
10710,302.8967,0.0043076663
10711,302.49612,0.0034768684
10712,302.14377,0.002793117
10713,301.8349,0.0022330736
10714,301.56512,0.0017765919
10715,301.3303,0.0014063619
10716,301.1266,0.0011075933
10717,300.9505,0.0008677227
10718,300.79886,0.0006761419
10719,300.66873,0.00052394485
10720,300.5575,0.0004036966
10721,300.46277,0.00030922497
10722,300.38242,0.00023543419
10723,300.31458,0.0001781409
10724,300.25754,0.0001339303
10725,300.20978,0.00010003129
10726,300.17,7.420864e-05
10727,300.13702,5.467056e-05
10728,300.10983,3.9990013e-05
10729,300.08755,2.9037992e-05
10730,300.06937,2.0927468e-05
10731,300.05463,1.4966483e-05
10732,300.04272,1.0619251e-05
10733,300.0332,7.4740738e-06
10734,300.02563,5.2170953e-06
10735,300.01965,3.6109964e-06
10736,300.01495,2.4778303e-06
10737,300.0113,1.6853195e-06
10738,300.00848,1.1360028e-06
10739,300.0063,7.587242e-07
10740,300.00464,5.020158e-07
10741,300.0034,3.2900442e-07
10742,300.00247,2.1353038e-07
10743,300.00177,1.3721906e-07
10744,300.00125,8.7295106e-08
10745,300.0009,5.4968055e-08
10746,300.00064,3.425318e-08
10747,300.00043,2.111966e-08
10748,300.0003,1.2882334e-08
10749,300.0002,7.772314e-09
10750,300.00012,4.637472e-09
10751,300.0001,2.735993e-09
10752,300.00006,1.5958032e-09
10753,300.00003,9.200321e-10
10754,300.00003,5.24222e-10
10755,300.00003,2.9515224e-10
10756,300.0,1.6418175e-10
10757,300.0,9.021458e-11
10758,300.0,4.895674e-11
10759,300.0,2.6230504e-11
10760,300.0,1.3869014e-11
10761,300.0,7.285283e-12
10762,300.0,3.7609317e-12
10763,300.0,1.9247364e-12
10764,300.0,9.804129e-13
10765,300.0,4.9515394e-13
10766,300.0,2.5956537e-13
10767,300.0,1.3273544e-13
10768,300.0,6.659648e-14
10769,300.0,3.266246e-14
10770,300.0,1.6274832e-14
10771,300.0,7.90944e-15
10772,300.0,3.6660564e-15
10773,300.0,1.6407695e-15
10774,300.0,7.863774e-16
10775,300.0,3.3114163e-16
10776,300.0,1.5277077e-16
10777,300.0,6.561267e-17
10778,300.0,2.9756562e-17
10779,300.0,1.3150146e-17
10780,300.0,5.314869e-18
10781,300.0,2.278562e-18
10782,300.0,9.453768e-19
10783,300.0,3.902622e-19
10784,300.0,1.4316878e-19
10785,300.0,5.5741175e-20
10786,300.0,2.0903743e-20
10787,300.0,7.6072966e-21
10788,300.0,2.8359429e-21
10789,300.0,1.0563445e-21
10790,300.0,4.12266e-22
10791,300.0,1.9599312e-22
10792,300.0,1.6993459e-22
10793,300.00003,2.6105523e-22
10794,300.00003,5.1588317e-22
10795,300.00003,1.0238906e-21
10796,300.00006,2.1128877e-21
10797,300.00006,4.1326743e-21
10798,300.0001,8.216708e-21
10799,300.00012,1.5484315e-20
10800,310.6351,0.028720414
10801,309.48697,0.024299545
10802,308.4317,0.020462668
10803,307.467,0.017152142
10804,306.5896,0.014312092
10805,305.7954,0.011889611
10806,305.07983,0.009835971
10807,304.4379,0.0081082
10808,303.86438,0.0066362005
10809,303.354,0.0054108375
10810,302.90155,0.004393334
10811,302.50192,0.0035514613
10812,302.1502,0.0028577968
10813,301.8417,0.0022888111
10814,301.57208,0.0018242799
10815,301.33725,0.0014468549
10816,301.1334,0.0011417136
10817,300.95706,0.0008962541
10818,300.80508,0.00069981936
10819,300.6746,0.0005434465
10820,300.56293,0.00041963864
10821,300.46774,0.0003221594
10822,300.38696,0.0002458494
10823,300.31866,0.00018646383
10824,300.2612,0.00014053025
10825,300.21304,0.000105224266
10826,300.17285,7.8262376e-05
10827,300.13953,5.7809666e-05
10828,300.112,4.240108e-05
10829,300.08942,3.0874562e-05
10830,300.07095,2.2314658e-05
10831,300.05594,1.600528e-05
10832,300.04385,1.1390377e-05
10833,300.03415,8.041424e-06
10834,300.0264,5.6307517e-06
10835,300.0203,3.909824e-06
10836,300.01547,2.6916882e-06
10837,300.01172,1.8369133e-06
10838,300.0088,1.2424216e-06
10839,300.00656,8.326959e-07
10840,300.00485,5.5291974e-07
10841,300.00357,3.636786e-07
10842,300.0026,2.3690573e-07
10843,300.00186,1.5281233e-07
10844,300.00134,9.7586465e-08
10845,300.00095,6.168692e-08
10846,300.00067,3.8591644e-08
10847,300.00046,2.3889948e-08
10848,300.0003,1.4631348e-08
10849,300.0002,8.863938e-09
10850,300.00015,5.3109077e-09
10851,300.0001,3.1465701e-09
10852,300.00006,1.8431475e-09
10853,300.00003,1.0672465e-09
10854,300.00003,6.107732e-10
10855,300.00003,3.454098e-10
10856,300.0,1.9300007e-10
10857,300.0,1.0653037e-10
10858,300.0,5.807601e-11
10859,300.0,3.126186e-11
10860,300.0,1.6609639e-11
10861,300.0,8.752627e-12
10862,300.0,4.5436974e-12
10863,300.0,2.3365966e-12
10864,300.0,1.1887571e-12
10865,300.0,5.993801e-13
10866,300.0,3.0195226e-13
10867,300.0,1.5778099e-13
10868,300.0,8.047118e-14
10869,300.0,3.8819927e-14
10870,300.0,1.979971e-14
10871,300.0,9.710965e-15
10872,300.0,4.4590893e-15
10873,300.0,2.0023298e-15
10874,300.0,9.510756e-16
10875,300.0,4.2418105e-16
10876,300.0,1.8928202e-16
10877,300.0,8.262827e-17
10878,300.0,3.606535e-17
10879,300.0,1.6075006e-17
10880,300.0,6.811018e-18
10881,300.0,2.8093415e-18
10882,300.0,1.1839587e-18
10883,300.0,5.1140684e-19
10884,300.0,2.0552652e-19
10885,300.0,8.260135e-20
10886,300.0,2.9182906e-20
10887,300.0,1.0318103e-20
10888,300.0,3.7738625e-21
10889,300.0,1.4115256e-21
10890,300.0,5.927166e-22
10891,300.0,2.6783668e-22
10892,300.0,1.9616966e-22
10893,300.00003,2.9287205e-22
10894,300.00003,5.789625e-22
10895,300.00003,1.1881181e-21
10896,300.00006,2.3324264e-21
10897,300.00006,4.759035e-21
10898,300.0001,9.574494e-21
10899,300.00012,1.8048443e-20
10900,310.59973,0.028861655
10901,309.4593,0.024448918
10902,308.41074,0.02061457
10903,307.4518,0.01730212
10904,306.57928,0.014456516
10905,305.7892,0.012024959
10906,305.07703,0.009957003
10907,304.43784,0.008203182
10908,303.8665,0.006736956
10909,303.35782,0.005505183
10910,302.90662,0.0044779573
10911,302.5079,0.0036259512
10912,302.15677,0.0029226583
10913,301.8486,0.0023448172
10914,301.57913,0.001872268
10915,301.34424,0.0014876631
10916,301.14026,0.0011761558
10917,300.96365,0.0009251058
10918,300.81134,0.00072380813
10919,300.68045,0.000563244
10920,300.56836,0.00043585605
10921,300.47275,0.00033534548
10922,300.3915,0.00025649072
10923,300.32278,0.00019498693
10924,300.26486,0.00014730486
10925,300.21628,0.00011056764
10926,300.17572,8.244398e-05
10927,300.14203,6.1056155e-05
10928,300.11417,4.490127e-05
10929,300.09128,3.2784235e-05
10930,300.07254,2.3761128e-05
10931,300.05728,1.7091606e-05
10932,300.04498,1.2199184e-05
10933,300.03506,8.638314e-06
10934,300.0272,6.0673096e-06
10935,300.0209,4.226209e-06
10936,300.016,2.9188552e-06
10937,300.01212,1.998483e-06
10938,300.00912,1.356234e-06
10939,300.0068,9.1208506e-07
10940,300.00507,6.07748e-07
10941,300.00372,4.0116277e-07
10942,300.00272,2.6226985e-07
10943,300.00195,1.6979672e-07
10944,300.0014,1.0883943e-07
10945,300.001,6.9062565e-08
10946,300.0007,4.3373323e-08
10947,300.0005,2.6955703e-08
10948,300.00034,1.6574926e-08
10949,300.00024,1.0082098e-08
10950,300.00015,6.0656116e-09
10951,300.0001,3.6086851e-09
10952,300.00006,2.1227602e-09
10953,300.00003,1.2344052e-09
10954,300.00003,7.0949174e-10
10955,300.00003,4.029933e-10
10956,300.0,2.261711e-10
10957,300.0,1.253979e-10
10958,300.0,6.867113e-11
10959,300.0,3.7135222e-11
10960,300.0,1.9823572e-11
10961,300.0,1.0484081e-11
10962,300.0,5.464181e-12
10963,300.0,2.8224873e-12
10964,300.0,1.4412834e-12
10965,300.0,7.287532e-13
10966,300.0,3.696507e-13
10967,300.0,1.8490245e-13
10968,300.0,9.642326e-14
10969,300.0,4.948615e-14
10970,300.0,2.4278881e-14
10971,300.0,1.1842913e-14
10972,300.0,5.7103853e-15
10973,300.0,2.5902566e-15
10974,300.0,1.1987262e-15
10975,300.0,5.647719e-16
10976,300.0,2.369158e-16
10977,300.0,1.0571201e-16
10978,300.0,4.5994177e-17
10979,300.0,1.9236088e-17
10980,300.0,8.655359e-18
10981,300.0,3.5290515e-18
10982,300.0,1.4860109e-18
10983,300.0,6.4451804e-19
10984,300.0,2.510881e-19
10985,300.0,1.04108635e-19
10986,300.0,3.9021984e-20
10987,300.0,1.4083797e-20
10988,300.0,5.097967e-21
10989,300.0,1.8910163e-21
10990,300.0,7.7357796e-22
10991,300.0,3.3332375e-22
10992,300.0,2.5240744e-22
10993,300.00003,3.445383e-22
10994,300.00003,6.393566e-22
10995,300.00003,1.3310151e-21
10996,300.00006,2.6747346e-21
10997,300.0001,5.464136e-21
10998,300.0001,1.07788266e-20
10999,300.00012,2.0280866e-20
11000,310.56573,0.029001512
11001,309.4328,0.024596805
11002,308.39075,0.02076491
11003,307.43744,0.017450415
11004,306.56967,0.014599145
11005,305.7836,0.012159027
11006,305.0747,0.010080689
11007,304.43814,0.008318187
11008,303.86893,0.006840238
11009,303.36185,0.0055989693
11010,302.91187,0.0045620184
11011,302.514,0.0037002491
11012,302.16342,0.0029875832
11013,301.8556,0.0024010208
11014,301.5862,0.0019205196
11015,301.3513,0.0015287665
11016,301.14713,0.0012109063
11017,300.97028,0.00095426757
11018,300.81763,0.0007480997
11019,300.6863,0.0005833303
11020,300.5738,0.00045234332
11021,300.47775,0.00034877908
11022,300.39606,0.00026735532
11023,300.3269,0.00020370833
11024,300.26855,0.00015425311
11025,300.21954,0.00011606102
11026,300.17862,8.675353e-05
11027,300.14456,6.441044e-05
11028,300.11636,4.7491198e-05
11029,300.09314,3.4767756e-05
11030,300.07413,2.5267678e-05
11031,300.05865,1.8226261e-05
11032,300.0461,1.3046433e-05
11033,300.03604,9.2654445e-06
11034,300.02795,6.52739e-06
11035,300.02155,4.560689e-06
11036,300.0165,3.1597883e-06
11037,300.01254,2.1704086e-06
11038,300.00946,1.4777494e-06
11039,300.00708,9.971396e-07
11040,300.00525,6.6669577e-07
11041,300.00388,4.416081e-07
11042,300.00284,2.8973804e-07
11043,300.00204,1.8825875e-07
11044,300.00146,1.2111796e-07
11045,300.00104,7.7141614e-08
11046,300.00073,4.8631666e-08
11047,300.00052,3.034058e-08
11048,300.00037,1.8729551e-08
11049,300.00024,1.1438119e-08
11050,300.00015,6.9092514e-09
11051,300.00012,4.1274544e-09
11052,300.00006,2.4380065e-09
11053,300.00006,1.4236899e-09
11054,300.00003,8.2177165e-10
11055,300.00003,4.6878057e-10
11056,300.0,2.6423963e-10
11057,300.0,1.4715036e-10
11058,300.0,8.0942884e-11
11059,300.0,4.3969644e-11
11060,300.0,2.358001e-11
11061,300.0,1.252292e-11
11062,300.0,6.5530437e-12
11063,300.0,3.3980028e-12
11064,300.0,1.7425693e-12
11065,300.0,8.8546363e-13
11066,300.0,4.621268e-13
11067,300.0,2.2699323e-13
11068,300.0,1.1407737e-13
11069,300.0,5.910978e-14
11070,300.0,2.925281e-14
11071,300.0,1.39575275e-14
11072,300.0,7.0066383e-15
11073,300.0,3.3494912e-15
11074,300.0,1.5099165e-15
11075,300.0,6.817958e-16
11076,300.0,3.1944813e-16
11077,300.0,1.4073259e-16
11078,300.0,5.971913e-17
11079,300.0,2.5692245e-17
11080,300.0,1.13293014e-17
11081,300.0,4.939009e-18
11082,300.0,1.9874193e-18
11083,300.0,8.1623655e-19
11084,300.0,3.5073334e-19
11085,300.0,1.2891323e-19
11086,300.0,5.0492355e-20
11087,300.0,1.8794471e-20
11088,300.0,6.886926e-21
11089,300.0,2.5306807e-21
11090,300.0,1.0133123e-21
11091,300.0,4.5142034e-22
11092,300.0,3.0322278e-22
11093,300.00003,3.8576475e-22
11094,300.00003,7.2551015e-22
11095,300.00003,1.4711665e-21
11096,300.00006,3.0700465e-21
11097,300.0001,6.3664986e-21
11098,300.0001,1.2143504e-20
11099,300.00015,2.2636951e-20
11100,310.53305,0.02913989
11101,309.4074,0.024743134
11102,308.3717,0.020913707
11103,307.42386,0.017597308
11104,306.56073,0.014740799
11105,305.77853,0.012293197
11106,305.0728,0.010206551
11107,304.4388,0.008436919
11108,303.8716,0.0069456697
11109,303.36612,0.005693287
11110,302.9173,0.0046460703
11111,302.52023,0.0037745098
11112,302.1702,0.0030525753
11113,301.86264,0.0024573917
11114,301.59338,0.0019690061
11115,301.3584,0.001570144
11116,301.15402,0.0012459501
11117,300.9769,0.0009837279
11118,300.82388,0.0007726851
11119,300.6922,0.0006036983
11120,300.57925,0.0004690949
11121,300.48276,0.00036245602
11122,300.40063,0.0002784402
11123,300.331,0.00021262604
11124,300.27222,0.0001613738
11125,300.22284,0.00012170386
11126,300.1815,9.119097e-05
11127,300.14706,6.787282e-05
11128,300.11853,5.017141e-05
11129,300.09503,3.6825804e-05
11130,300.07574,2.6835052e-05
11131,300.06,1.9410003e-05
11132,300.04727,1.3932853e-05
11133,300.037,9.923489e-06
11134,300.02875,7.0116002e-06
11135,300.02222,4.9137952e-06
11136,300.01703,3.4149402e-06
11137,300.01297,2.3530688e-06
11138,300.0098,1.6072785e-06
11139,300.00735,1.0881097e-06
11140,300.00546,7.2996096e-07
11141,300.00403,4.851687e-07
11142,300.00296,3.194283e-07
11143,300.00214,2.0828747e-07
11144,300.00156,1.3448823e-07
11145,300.0011,8.597246e-08
11146,300.0008,5.440158e-08
11147,300.00055,3.4069384e-08
11148,300.00037,2.11126e-08
11149,300.00027,1.2943993e-08
11150,300.00018,7.8499856e-09
11151,300.00012,4.7083506e-09
11152,300.0001,2.7925038e-09
